n,s
4400,4915272
4400,4899751
4500,5050554
4500,5123379
4500,5177693
4500,5124755
4500,5171953
4500,5137972
4500,5158709
4500,5034679
4500,5187152
4500,5243169
4500,5139166
4500,5189667
4500,5158193
4500,5189184
4500,5196590
4500,5261714
4500,5088648
4500,5210505
4500,5155969
4500,5183995
4500,5083305
4500,5146046
4500,5196475
4500,5064481
4500,5132923
4500,5179727
4500,5212126
4500,5262421
4500,5158845
4500,5114820
4500,5142553
4500,5162204
4500,5222362
4500,5266761
4500,5159385
4500,5165187
4500,5153447
4500,5095289
4500,5142286
4500,5181150
4500,5259669
4500,5110805
4500,5133987
4500,5147480
4500,5184828
4500,5157111
4500,5091812
4500,5094594
4500,5162553
4500,5157592
4600,5425878
4600,5397558
4600,5413795
4600,5258399
4600,5430503
4600,5467699
4600,5410550
4600,5332227
4600,5343375
4600,5437181
4600,5368661
4600,5379393
4600,5375253
4600,5407426
4600,5412547
4600,5378514
4600,5451109
4600,5299457
4600,5331160
4600,5424550
4600,5450388
4600,5439970
4600,5429959
4600,5503713
4600,5395193
4600,5302737
4600,5426633
4600,5375440
4600,5445688
4600,5474316
4600,5440054
4600,5418278
4600,5393220
4600,5386373
4600,5422805
4600,5375502
4600,5299998
4600,5377282
4600,5395416
4600,5424622
4600,5371856
4600,5373270
4600,5477798
4600,5372083
4600,5347527
4600,5446889
4600,5366516
4600,5346336
4600,5449788
4600,5416444
4700,5602930
4700,5571351
4700,5605964
4700,5643440
4700,5711546
4700,5694137
4700,5614667
4700,5613566
4700,5645937
4700,5640657
4700,5659912
4700,5507798
4700,5623997
4700,5646595
4700,5629453
4700,5611823
4700,5637057
4700,5659691
4700,5532960
4700,5644845
4700,5642739
4700,5692040
4700,5642703
4700,5611719
4700,5597339
4700,5664122
4700,5604726
4700,5599495
4700,5604422
4700,5574052
4700,5480328
4700,5665541
4700,5669923
4700,5588128
4700,5575666
4700,5578084
4700,5732574
4700,5630311
4700,5621950
4700,5605396
4700,5656701
4700,5676400
4700,5670271
4700,5628943
4700,5681507
4700,5630525
4700,5625419
4700,5554492
4700,5638823
4700,5619741
4800,5926210
4800,5909437
4800,5857928
4800,5950737
4800,6015833
4800,5874161
4800,5832619
4800,5893468
4800,5862284
4800,5780675
4800,5886284
4800,5925665
4800,5753343
4800,5841559
4800,5823656
4800,5871793
4800,5811233
4800,5909587
4800,5864162
4800,5868341
4800,5928567
4800,5939377
4800,5975138
4800,5775566
4800,5845374
4800,5897535
4800,5935669
4800,5916153
4800,5937892
4800,5806889
4800,5876823
4800,5995720
4800,5933903
4800,5756464
4800,5880656
4800,5868436
4800,5892426
4800,5968358
4800,5806739
4800,5904509
4800,5923221
4800,5832945
4800,5818735
4800,5911006
4800,5849584
4800,5906066
4800,6039344
4800,5854212
4800,5829528
4800,5877569
4900,6211883
4900,6043957
4900,6199790
4900,6162094
4900,6094787
4900,6085510
4900,6042042
4900,6143534
4900,6128355
4900,6093333
4900,6130522
4900,5999307
4900,6099679
4900,6217315
4900,6040393
4900,6118874
4900,6121833
4900,6020168
4900,6135889
4900,6006911
4900,6117944
4900,6035513
4900,6116554
4900,6146783
4900,6183259
4900,6200259
4900,6065259
4900,6052011
4900,6157096
4900,6048654
4900,6103569
4900,6146641
4900,6131619
4900,6099979
4900,6099594
4900,6042252
4900,6117934
4900,6018952
4900,6128326
4900,6057972
4900,6137988
4900,6100001
4900,6259089
4900,6101634
4900,6184401
4900,6036692
4900,6107532
4900,6140570
4900,6132388
4900,6162883
5000,6479483
5000,6435604
5000,6366372
5000,6415052
5000,6383316
5000,6323814
5000,6358417
5000,6349472
5000,6354473
5000,6309693
5000,6450417
5000,6395276
5000,6410490
5000,6401500
5000,6437899
5000,6264365
5000,6319758
5000,6359734
5000,6347251
5000,6404574
5000,6306788
5000,6272235
5000,6259605
5000,6465192
5000,6433533
5000,6406359
5000,6365317
5000,6386838
5000,6401791
5000,6444928
5000,6366326
5000,6388260
5000,6369994
5000,6299685
5000,6402767
5000,6509463
5000,6444003
5000,6319479
5000,6345232
5000,6422608
5000,6366214
5000,6306830
5000,6368954
5000,6408029
5000,6387489
5000,6435437
5000,6446240
5000,6378686
5000,6299156
5000,6404284
5100,6594664
5100,6718771
5100,6573001
5100,6630409
5100,6609309
5100,6630683
5100,6659816
5100,6677287
5100,6669329
5100,6632582
5100,6588806
5100,6648788
5100,6581905
5100,6694779
5100,6672455
5100,6635942
5100,6657773
5100,6599588
5100,6695598
5100,6549210
5100,6684774
5100,6679957
5100,6717038
5100,6777959
5100,6679725
5100,6659645
5100,6681210
5100,6758330
5100,6584747
5100,6679412
5100,6671342
5100,6578115
5100,6503766
5100,6545710
5100,6588458
5100,6537592
5100,6530331
5100,6735451
5100,6613309
5100,6625627
5100,6631784
5100,6619716
5100,6717171
5100,6660736
5100,6673436
5100,6652951
5100,6639025
5100,6577277
5100,6612540
5100,6692606
5200,6900950
5200,6931233
5200,6894178
5200,6786225
5200,7010179
5200,6919244
5200,6877595
5200,6912686
5200,6835027
5200,6824733
5200,6854182
5200,6888841
5200,6903045
5200,6913339
5200,6930379
5200,6773994
5200,6802925
5200,6880887
5200,6835529
5200,6987117
5200,6917026
5200,7000189
5200,6867557
5200,6940208
5200,6869081
5200,6796382
5200,6819896
5200,6909058
5200,6834727
5200,6889959
5200,6797968
5200,6823589
5200,6943169
5200,6938545
5200,6847553
5200,6797021
5200,6780782
5200,7008465
5200,6893069
5200,7060521
5200,6872370
5200,6969036
5200,6961789
5200,6927461
5200,6909521
5200,6876881
5200,6844077
5200,6860523
5200,7005744
5200,6839268
5300,7189551
5300,7153843
5300,7150634
5300,7088335
5300,7309254
5300,7058081
5300,7190183
5300,7190011
5300,7200588
5300,7080133
5300,7077148
5300,7108882
5300,7022615
5300,7142084
5300,7108885
5300,7129924
5300,7173835
5300,7161089
5300,7179965
5300,7101180
5300,7107454
5300,7282307
5300,7274484
5300,7146910
5300,7164738
5300,7208921
5300,7217458
5300,7050707
5300,7106600
5300,7166015
5300,7178855
5300,7134783
5300,7150402
5300,7158982
5300,7223872
5300,7085716
5300,7127863
5300,7106642
5300,7203780
5300,7243479
5300,7285336
5300,7077183
5300,7232609
5300,7118804
5300,7109822
5300,7184705
5300,7284747
5300,7065712
5300,7156356
5300,7081111
5400,7402350
5400,7447580
5400,7332987
5400,7496478
5400,7299785
5400,7393296
5400,7384999
5400,7485203
5400,7397946
5400,7398903
5400,7477726
5400,7466781
5400,7420833
5400,7440079
5400,7496227
5400,7472365
5400,7570325
5400,7394313
5400,7473337
5400,7424409
5400,7457092
5400,7497134
5400,7404149
5400,7423440
5400,7511639
5400,7482004
5400,7439872
5400,7494025
5400,7457566
5400,7519045
5400,7549134
5400,7429049
5400,7421494
5400,7457348
5400,7358257
5400,7542736
5400,7476137
5400,7503954
5400,7437300
5400,7478057
5400,7300538
5400,7569888
5400,7353348
5400,7335988
5400,7498344
5400,7439258
5400,7390740
5400,7384931
5400,7402971
5400,7491574
5500,7726606
5500,7768338
5500,7707280
5500,7633924
5500,7624542
5500,7706953
5500,7762390
5500,7629781
5500,7602788
5500,7682249
5500,7772596
5500,7696551
5500,7768007
5500,7790787
5500,7702530
5500,7705457
5500,7628743
5500,7686556
5500,7830584
5500,7652191
5500,7726577
5500,7645092
5500,7724189
5500,7707831
5500,7821390
5500,7730667
5500,7616332
5500,7692562
5500,7735053
5500,7675412
5500,7694508
5500,7834189
5500,7659358
5500,7751067
5500,7798688
5500,7758697
5500,7635466
5500,7650856
5500,7727775
5500,7702297
5500,7688348
5500,7660044
5500,7714780
5500,7797446
5500,7756475
5500,7702006
5500,7615529
5500,7725257
5500,7714158
5500,7688243
5600,8050648
5600,7985957
5600,7959392
5600,7917925
5600,7962889
5600,7964908
5600,8026943
5600,7944350
5600,8069356
5600,8036601
5600,8141959
5600,8077627
5600,7915980
5600,7966805
5600,8051544
5600,7969660
5600,7988046
5600,7919555
5600,7945465
5600,7925578
5600,7907557
5600,8148347
5600,7959361
5600,8029312
5600,8058745
5600,8050174
5600,8130459
5600,8039520
5600,7910288
5600,8023659
5600,7837056
5600,7977278
5600,7942260
5600,8040548
5600,8062333
5600,8105546
5600,7963879
5600,7897179
5600,7914189
5600,8051117
5600,8005753
5600,7987629
5600,7953850
5600,8046453
5600,8092139
5600,7978886
5600,7990413
5600,7988090
5600,7942748
5600,8021157
5700,8349339
5700,8325639
5700,8183806
5700,8206298
5700,8248208
5700,8226668
5700,8232380
5700,8183588
5700,8467134
5700,8277015
5700,8303653
5700,8311899
5700,8314946
5700,8380108
5700,8295349
5700,8440683
5700,8336066
5700,8199944
5700,8248954
5700,8205980
5700,8438109
5700,8251098
5700,8221145
5700,8307721
5700,8170000
5700,8248326
5700,8461203
5700,8286293
5700,8105560
5700,8318066
5700,8213025
5700,8215305
5700,8324154
5700,8287499
5700,8229236
5700,8332690
5700,8280628
5700,8293235
5700,8381578
5700,8302949
5700,8208453
5700,8284269
5700,8192994
5700,8398141
5700,8344959
5700,8247231
5700,8227005
5700,8226051
5700,8270672
5700,8313205
5800,8664672
5800,8688518
5800,8514687
5800,8588238
5800,8606591
5800,8549439
5800,8613691
5800,8545561
5800,8658367
5800,8662467
5800,8457806
5800,8466205
5800,8534630
5800,8509400
5800,8477656
5800,8493127
5800,8544034
5800,8670232
5800,8583005
5800,8548184
5800,8694498
5800,8528250
5800,8666760
5800,8535869
5800,8589512
5800,8722366
5800,8586820
5800,8630208
5800,8560162
5800,8558795
5800,8620829
5800,8500194
5800,8530004
5800,8661556
5800,8568871
5800,8599825
5800,8472359
5800,8568985
5800,8596089
5800,8420996
5800,8571696
5800,8504269
5800,8667349
5800,8614414
5800,8696818
5800,8657496
5800,8510879
5800,8565087
5800,8493309
5800,8508955
5900,8876899
5900,8807425
5900,8961038
5900,8919279
5900,9005053
5900,8840027
5900,8871348
5900,8840431
5900,8914814
5900,9019757
5900,8844777
5900,8873376
5900,8647535
5900,8743954
5900,8808303
5900,8805268
5900,9013344
5900,8865279
5900,8944425
5900,8888083
5900,8916465
5900,8905806
5900,8992456
5900,8927210
5900,8844760
5900,8895865
5900,8817642
5900,8732526
5900,8915911
5900,8944080
5900,8913441
5900,8929052
5900,8847325
5900,8998669
5900,8959913
5900,8954400
5900,8948650
5900,8815402
5900,8997241
5900,8884826
5900,8828266
5900,8824848
5900,8823421
5900,8879157
5900,9005472
5900,9010450
5900,8745052
5900,8852629
5900,8817303
5900,8896457
6000,9189173
6000,9236280
6000,9144321
6000,9209916
6000,9054006
6000,9124123
6000,9125447
6000,9301203
6000,9213279
6000,9199722
6000,9299690
6000,9253888
6000,9212029
6000,9087386
6000,9151228
6000,9244214
6000,9034076
6000,9173308
6000,9195703
6000,9118577
6000,9295759
6000,9013173
6000,9205057
6000,9069363
6000,9208557
6000,9284290
6000,9129717
6000,9300932
6000,9204218
6000,9085645
6000,9108158
6000,9114854
6000,9122635
6000,9199844
6000,9140881
6000,9114057
6000,9252910
6000,9152540
6000,8986621
6000,9248898
6000,9351459
6000,9255656
6000,9114426
6000,9108138
6000,9162755
6000,9292850
6000,9172042
6000,9270345
6000,9195369
6000,9342635
6100,9401691
6100,9455005
6100,9528197
6100,9446908
6100,9520594
6100,9547681
6100,9496005
6100,9403937
6100,9642003
6100,9470478
6100,9536149
6100,9499699
6100,9482330
6100,9435896
6100,9336994
6100,9490747
6100,9445354
6100,9384071
6100,9555441
6100,9438127
6100,9570937
6100,9406663
6100,9417752
6100,9453862
6100,9449805
6100,9472914
6100,9455441
6100,9343574
6100,9491397
6100,9503598
6100,9339945
6100,9354885
6100,9475562
6100,9312804
6100,9538976
6100,9462043
6100,9416044
6100,9494916
6100,9565738
6100,9576960
6100,9543395
6100,9508889
6100,9465610
6100,9501788
6100,9396345
6100,9529962
6100,9478209
6100,9414626
6100,9639087
6100,9442639
6200,9930753
6200,9835723
6200,10030557
6200,9684774
6200,9804249
6200,9918791
6200,9911575
6200,9817354
6200,9735662
6200,9905616
6200,9789806
6200,9704990
6200,9866078
6200,9737688
6200,9886028
6200,9819005
6200,9815520
6200,9651292
6200,9817817
6200,9774395
6200,9670253
6200,10012659
6200,9764028
6200,9725066
6200,9703349
6200,9716534
6200,9820992
6200,9801208
6200,9692455
6200,9811336
6200,9858691
6200,9792397
6200,9911474
6200,9734424
6200,9836268
6200,9735351
6200,9815265
6200,9780563
6200,9759677
6200,9792996
6200,9783266
6200,9811352
6200,9945097
6200,9854023
6200,9728841
6200,9903904
6200,9770550
6200,9872672
6200,9804160
6200,9819191
6300,10066719
6300,10108816
6300,10197406
6300,9954486
6300,10217017
6300,10300385
6300,10239401
6300,10103108
6300,10050978
6300,10206581
6300,10249448
6300,10153281
6300,10085080
6300,10165555
6300,10057957
6300,10070530
6300,10099134
6300,10046247
6300,10145315
6300,10034476
6300,10207983
6300,10047380
6300,10093053
6300,10141173
6300,10151013
6300,10049814
6300,10210886
6300,10021325
6300,10207459
6300,10225386
6300,10135475
6300,10076170
6300,10121970
6300,10078722
6300,10174209
6300,10092478
6300,10127386
6300,10094461
6300,10214748
6300,9968931
6300,10071820
6300,10138792
6300,9993905
6300,10173189
6300,9985954
6300,10124457
6300,10116599
6300,10203001
6300,10138086
6300,10099788
6400,10318839
6400,10437173
6400,10447895
6400,10471496
6400,10340786
6400,10355906
6400,10495805
6400,10426440
6400,10407646
6400,10271881
6400,10476782
6400,10484734
6400,10414881
6400,10463055
6400,10437548
6400,10459802
6400,10457316
6400,10457616
6400,10454333
6400,10293231
6400,10548021
6400,10434290
6400,10499555
6400,10525613
6400,10556201
6400,10418954
6400,10586055
6400,10545841
6400,10444382
6400,10420511
6400,10388657
6400,10484742
6400,10384419
6400,10611948
6400,10483002
6400,10425003
6400,10372848
6400,10458943
6400,10440557
6400,10354876
6400,10377773
6400,10345507
6400,10498649
6400,10398922
6400,10527324
6400,10302899
6400,10348196
6400,10446773
6400,10371008
6400,10461503
6500,10725103
6500,10827261
6500,10767123
6500,10765386
6500,10666314
6500,10843061
6500,10816492
6500,10716285
6500,10749319
6500,10828378
6500,10750726
6500,10806505
6500,10806830
6500,10842528
6500,10756604
6500,10795974
6500,10810823
6500,10933546
6500,10769372
6500,10804298
6500,10765144
6500,10722326
6500,10845556
6500,10729262
6500,10771482
6500,10907506
6500,10791895
6500,10781584
6500,10887191
6500,10861082
6500,10804038
6500,10810093
6500,10689541
6500,10867806
6500,10790378
6500,10703077
6500,10616205
6500,10742182
6500,10767454
6500,10655731
6500,10638471
6500,10804642
6500,10859560
6500,10761505
6500,10721431
6500,10741652
6500,10864226
6500,10818329
6500,10698180
6500,10711760
6600,11108597
6600,11053397
6600,11169040
6600,11143345
6600,11136588
6600,11198178
6600,11152339
6600,10996935
6600,11292805
6600,11086192
6600,11126721
6600,11261071
6600,11156788
6600,10966467
6600,11123994
6600,11133356
6600,11176455
6600,11006468
6600,11263911
6600,11162443
6600,10888270
6600,11067845
6600,11054036
6600,11184790
6600,11021321
6600,11047477
6600,11105303
6600,10990813
6600,11268672
6600,10938679
6600,11173225
6600,11106244
6600,11200774
6600,11223607
6600,11197313
6600,11197750
6600,11085041
6600,11066837
6600,11077353
6600,11265942
6600,11133303
6600,11150922
6600,10995277
6600,11029284
6600,11023036
6600,10952570
6600,10899602
6600,10872752
6600,11221508
6600,11212565
6700,11398335
6700,11570447
6700,11587956
6700,11503098
6700,11481529
6700,11296465
6700,11350219
6700,11285404
6700,11474126
6700,11311578
6700,11532741
6700,11527071
6700,11329154
6700,11352425
6700,11411186
6700,11263436
6700,11453019
6700,11397228
6700,11557894
6700,11478789
6700,11477457
6700,11354938
6700,11406897
6700,11524471
6700,11426976
6700,11459575
6700,11517816
6700,11455818
6700,11413506
6700,11351425
6700,11510166
6700,11442790
6700,11564831
6700,11477465
6700,11348287
6700,11452773
6700,11366489
6700,11354709
6700,11482414
6700,11349836
6700,11545308
6700,11669349
6700,11474921
6700,11529092
6700,11451476
6700,11557288
6700,11411249
6700,11352131
6700,11341993
6700,11305517
6800,11716615
6800,11847059
6800,11832974
6800,11757444
6800,11859797
6800,11982734
6800,11826618
6800,11854869
6800,11756337
6800,11708024
6800,11913061
6800,11691337
6800,11847927
6800,11616700
6800,11807228
6800,11762980
6800,11791836
6800,11795713
6800,11654263
6800,11846008
6800,11712510
6800,11738551
6800,11963640
6800,11852096
6800,11744139
6800,11799552
6800,11774303
6800,11902974
6800,11953526
6800,11790812
6800,11872949
6800,11774156
6800,11734083
6800,11774509
6800,11946899
6800,11772255
6800,11976035
6800,11668636
6800,11820083
6800,11791625
6800,11834910
6800,11670331
6800,11887127
6800,11758788
6800,11559865
6800,11869331
6800,11902988
6800,11751087
6800,11743156
6800,11873536
6900,12049957
6900,12264820
6900,12179582
6900,12246528
6900,12155604
6900,12186896
6900,12249094
6900,12039999
6900,12133574
6900,12059261
6900,12323356
6900,12022331
6900,12116273
6900,12086085
6900,12152289
6900,11804722
6900,12359960
6900,12222021
6900,12129130
6900,12108553
6900,12016224
6900,12087009
6900,12159255
6900,12168737
6900,12217304
6900,12135607
6900,12033727
6900,12107979
6900,11962236
6900,12008058
6900,12266211
6900,12222466
6900,12144229
6900,12075132
6900,12230614
6900,12264409
6900,12195683
6900,12074267
6900,12013330
6900,12112782
6900,12256652
6900,12123873
6900,11957980
6900,12180752
6900,12041331
6900,11964239
6900,12326574
6900,12153943
6900,12155187
6900,12189017
7000,12326536
7000,12448270
7000,12551380
7000,12550040
7000,12417201
7000,12671442
7000,12257394
7000,12546295
7000,12410592
7000,12375193
7000,12469848
7000,12604511
7000,12362794
7000,12427850
7000,12395685
7000,12397081
7000,12342115
7000,12531848
7000,12495398
7000,12501800
7000,12621180
7000,12349248
7000,12431474
7000,12559510
7000,12684957
7000,12507431
7000,12467385
7000,12493939
7000,12327394
7000,12426721
7000,12353791
7000,12504459
7000,12426476
7000,12418204
7000,12363512
7000,12501685
7000,12495343
7000,12303240
7000,12731167
7000,12443933
7000,12561068
7000,12523241
7000,12450446
7000,12409077
7000,12668156
7000,12359329
7000,12551372
7000,12575409
7000,12429967
7000,12447089
7100,12905809
7100,12814910
7100,12908853
7100,12842908
7100,12798159
7100,12840811
7100,12802721
7100,12823544
7100,12997549
7100,12788410
7100,12945069
7100,12781946
7100,12932407
7100,12873626
7100,13177663
7100,13078567
7100,12791280
7100,12778132
7100,12675571
7100,12910034
7100,13015843
7100,12915316
7100,12819572
7100,12724058
7100,12817587
7100,12948255
7100,12717943
7100,12912934
7100,12824099
7100,12946385
7100,12896335
7100,12773936
7100,12917496
7100,12974843
7100,12652854
7100,12942136
7100,12844897
7100,12862422
7100,12843769
7100,12917156
7100,12994968
7100,12850210
7100,12755041
7100,12773211
7100,13038715
7100,12717908
7100,12864080
7100,12855909
7100,12887731
7100,12841689
7200,13194670
7200,13120360
7200,13267054
7200,13379534
7200,13238722
7200,13289049
7200,13289090
7200,13080257
7200,13218591
7200,13172631
7200,13155534
7200,13348609
7200,13264578
7200,13123866
7200,13157935
7200,13187199
7200,13219266
7200,13249030
7200,13097216
7200,13333335
7200,13241996
7200,13201380
7200,13178852
7200,13187587
7200,13061396
7200,13463733
7200,13475619
7200,13354962
7200,13188826
7200,13027915
7200,13266056
7200,13236152
7200,13192727
7200,13103326
7200,13416140
7200,13305180
7200,13086235
7200,13287094
7200,13198013
7200,13275122
7200,13229446
7200,13173341
7200,13336822
7200,13224918
7200,13154140
7200,13187791
7200,13353570
7200,13198902
7200,13497358
7200,13189815
7300,13644368
7300,13568684
7300,13742580
7300,13683342
7300,13607416
7300,13543324
7300,13661414
7300,13519908
7300,13480269
7300,13602474
7300,13643030
7300,13482942
7300,13750151
7300,13522865
7300,13728203
7300,13640442
7300,13632137
7300,13628608
7300,13504423
7300,13699704
7300,13631914
7300,13623425
7300,13613299
7300,13903759
7300,13526092
7300,13379644
7300,13636333
7300,13502089
7300,13610290
7300,13449382
7300,13666822
7300,13624978
7300,13622880
7300,13644869
7300,13583888
7300,13477775
7300,13806200
7300,13772450
7300,13701432
7300,13695950
7300,13603280
7300,13662463
7300,13796353
7300,13497306
7300,13334829
7300,13663461
7300,13573516
7300,13707308
7300,13531990
7300,13498132
7400,14020372
7400,14103787
7400,13732199
7400,14011379
7400,13961973
7400,13998375
7400,14046231
7400,13946935
7400,13959690
7400,14026622
7400,13830708
7400,13851784
7400,13941026
7400,14065569
7400,14003313
7400,14082866
7400,14165526
7400,13858212
7400,13870058
7400,13936907
7400,14295608
7400,13820550
7400,13978220
7400,13962697
7400,13912593
7400,13931316
7400,14088259
7400,14086040
7400,14111035
7400,14097597
7400,14038590
7400,13935979
7400,14161694
7400,14148683
7400,14063024
7400,13908359
7400,13831258
7400,13986413
7400,13848018
7400,13998783
7400,13860452
7400,13727359
7400,13826208
7400,13955005
7400,13995786
7400,13943440
7400,14105023
7400,14051526
7400,14047442
7400,14032967
7500,14348693
7500,14390122
7500,14394451
7500,14186586
7500,14420705
7500,14398774
7500,14454919
7500,14322711
7500,14377441
7500,14273831
7500,14232516
7500,14295233
7500,14542667
7500,14454113
7500,14357281
7500,14375647
7500,14319021
7500,14441120
7500,14531952
7500,14380135
7500,14251783
7500,14479012
7500,14206921
7500,14271688
7500,14430496
7500,14343351
7500,14449216
7500,14480668
7500,14297415
7500,14468183
7500,14458753
7500,14512177
7500,14369352
7500,14362230
7500,14425605
7500,14238786
7500,14326629
7500,14245695
7500,14315303
7500,14051311
7500,14282610
7500,14387881
7500,14455918
7500,14332550
7500,14359355
7500,14429313
7500,14262651
7500,14481475
7500,14159810
7500,14330987
7600,14635994
7600,14666757
7600,14685367
7600,14911716
7600,14794897
7600,14813274
7600,15052203
7600,14762182
7600,14633281
7600,14779862
7600,14649938
7600,14601417
7600,14639230
7600,14653595
7600,14610573
7600,14803587
7600,14561250
7600,14879770
7600,14789019
7600,14600743
7600,14725567
7600,14807054
7600,14966053
7600,14869011
7600,14605691
7600,14699750
7600,14671126
7600,14757531
7600,14686864
7600,14736167
7600,14564401
7600,14792393
7600,14801875
7600,14868697
7600,14555724
7600,14702654
7600,14875955
7600,14731350
7600,14739314
7600,14760248
7600,14680869
7600,14878859
7600,14713868
7600,14578005
7600,14679036
7600,14748613
7600,14784850
7600,14872164
7600,14889758
7600,14860136
7700,15203329
7700,15015405
7700,15231889
7700,15184462
7700,15136536
7700,15007197
7700,15148319
7700,15137801
7700,15079199
7700,15262328
7700,15412408
7700,15231125
7700,15141602
7700,14922696
7700,14846004
7700,14966034
7700,15143567
7700,15073147
7700,15033710
7700,15141721
7700,14971180
7700,14912597
7700,15170137
7700,15091648
7700,15031545
7700,15061429
7700,15074592
7700,15101640
7700,15377475
7700,15158525
7700,14785068
7700,15096756
7700,15018646
7700,15281335
7700,15092323
7700,15131622
7700,15222608
7700,15100514
7700,15091317
7700,15208937
7700,14968931
7700,15121014
7700,15089068
7700,14676700
7700,15149513
7700,15081376
7700,15267433
7700,14993223
7700,15021006
7700,15294697
7800,15527897
7800,15487713
7800,15568486
7800,15558607
7800,15485265
7800,15637150
7800,15702080
7800,15533054
7800,15483742
7800,15617329
7800,15552669
7800,15632504
7800,15452374
7800,15478198
7800,15480150
7800,15540243
7800,15411392
7800,15509940
7800,15677947
7800,15638709
7800,15626955
7800,15388497
7800,15565717
7800,15479230
7800,15462961
7800,15439239
7800,15471778
7800,15413055
7800,15669905
7800,15541709
7800,15596236
7800,15529814
7800,15350710
7800,15534541
7800,15384490
7800,15470867
7800,15571730
7800,15470612
7800,15509893
7800,15465374
7800,15485032
7800,15716016
7800,15387165
7800,15405041
7800,15747290
7800,15368447
7800,15482427
7800,15413278
7800,15480053
7800,15610690
7900,15776151
7900,16037379
7900,16101366
7900,15939560
7900,16036784
7900,15862231
7900,15801660
7900,16015235
7900,15805103
7900,15710529
7900,16037163
7900,15949738
7900,15922592
7900,16044093
7900,16005343
7900,15856934
7900,15716311
7900,15982122
7900,15830501
7900,16015647
7900,15890374
7900,16109295
7900,15965137
7900,15874673
7900,15717582
7900,15861284
7900,15992365
7900,15889861
7900,15786911
7900,16013426
7900,15890046
7900,15959442
7900,16076301
7900,15905225
7900,15755370
7900,16055655
7900,15783674
7900,15896389
7900,15953332
7900,15964097
7900,15807228
7900,15714840
7900,15732910
7900,16051337
7900,15712861
7900,15749859
7900,15997618
7900,15855417
7900,15847235
7900,16039684
8000,16411988
8000,16034415
8000,16267321
8000,16399164
8000,16213761
8000,16335583
8000,16192379
8000,16335527
8000,16432591
8000,16310153
8000,16195406
8000,16354386
8000,16290146
8000,16447192
8000,16412556
8000,16291038
8000,16545452
8000,16569593
8000,16478372
8000,16457680
8000,16296909
8000,16280196
8000,16174993
8000,16376703
8000,16246097
8000,16328389
8000,16200757
8000,16332597
8000,16324154
8000,16188255
8000,16220430
8000,16337930
8000,16371185
8000,16347867
8000,16176036
8000,16471370
8000,16266565
8000,16176571
8000,16291483
8000,16312390
8000,16512605
8000,16178940
8000,16466708
8000,16329743
8000,16298682
8000,16453462
8000,16266403
8000,16225843
8000,16128350
8000,16421847
8100,16769193
8100,16621927
8100,16520011
8100,16802174
8100,16905241
8100,16806053
8100,16715248
8100,16969886
8100,16594000
8100,16973703
8100,16875346
8100,16749854
8100,16676206
8100,16736860
8100,16406419
8100,16786957
8100,16618633
8100,16785082
8100,16805252
8100,16737004
8100,16760314
8100,16847659
8100,16688451
8100,16850825
8100,16819147
8100,16510779
8100,16671515
8100,16720132
8100,16640941
8100,16708859
8100,16672578
8100,16760734
8100,16871963
8100,16822212
8100,16660308
8100,16889315
8100,16858779
8100,16590162
8100,16665179
8100,16856775
8100,16833538
8100,16817536
8100,16785880
8100,16793437
8100,16695252
8100,16912855
8100,16787739
8100,16637054
8100,16838712
8100,16644266
8200,17204108
8200,17197076
8200,17280475
8200,17331277
8200,17177650
8200,17363006
8200,17174858
8200,17177523
8200,17235747
8200,17064098
8200,17215791
8200,17299863
8200,17099162
8200,17175567
8200,17277019
8200,17120398
8200,17056307
8200,16922869
8200,17143561
8200,17194334
8200,17233957
8200,17294402
8200,17078730
8200,17296409
8200,17200626
8200,17266763
8200,17234182
8200,17148291
8200,16926711
8200,17279589
8200,17179634
8200,17232038
8200,17033354
8200,17121760
8200,17261809
8200,17139420
8200,17126968
8200,17343188
8200,17196446
8200,17014548
8200,17163292
8200,17225508
8200,17190274
8200,17091008
8200,16890298
8200,17362157
8200,17244984
8200,17108492
8200,17227599
8200,17244747
8300,17422430
8300,17597950
8300,17493617
8300,17607768
8300,17596607
8300,17400565
8300,17643079
8300,17631727
8300,17630224
8300,17747335
8300,17609528
8300,17339492
8300,17484562
8300,17755399
8300,17493141
8300,17686225
8300,17600122
8300,17730841
8300,17434293
8300,17630828
8300,17683235
8300,17549797
8300,17685462
8300,17586383
8300,17414322
8300,17466350
8300,17558802
8300,17625438
8300,17523807
8300,17594307
8300,17611593
8300,17547698
8300,17804511
8300,17523908
8300,17716971
8300,17377598
8300,17592898
8300,17565427
8300,17582121
8300,17425930
8300,17619362
8300,17631888
8300,17639798
8300,17453741
8300,17608870
8300,17611542
8300,17516221
8300,17534301
8300,17595466
8300,17440413
8400,17847781
8400,17903800
8400,18150810
8400,18152863
8400,17814557
8400,18025855
8400,18108002
8400,18110819
8400,17971885
8400,17835233
8400,17773118
8400,17994380
8400,17941086
8400,17988561
8400,18027914
8400,18201760
8400,17971434
8400,17790279
8400,18015498
8400,18018028
8400,18032829
8400,17980614
8400,18047902
8400,17969711
8400,18071524
8400,17855055
8400,18210621
8400,17905316
8400,17822091
8400,17832817
8400,17949052
8400,18061342
8400,17891558
8400,17996134
8400,18003309
8400,18310455
8400,18103932
8400,18149799
8400,17964379
8400,18050464
8400,17690061
8400,18062902
8400,18004853
8400,17939435
8400,17969126
8400,17791288
8400,17881602
