n,cmp
8400,17977599
8400,17799764
8400,17890076
8400,18058783
8400,17939017
8400,18019554
8500,18466250
8500,18325389
8500,18373923
8500,18404289
8500,18377912
8500,18311564
8500,18313892
8500,18509276
8500,18532530
8500,18266568
8500,18534865
8500,18539385
8500,18439514
8500,18379652
8500,18435787
8500,18423380
8500,18462224
8500,18489694
8500,18306735
8500,18175924
8500,18354899
8500,18495999
8500,18516857
8500,18459576
8500,18429921
8500,18325468
8500,18310199
8500,18481333
8500,18643922
8500,18390130
8500,18306536
8500,18425761
8500,18475452
8500,18203473
8500,18343094
8500,18251441
8500,18498853
8500,18397331
8500,18459924
8500,18545905
8500,18478383
8500,18406416
8500,18498321
8500,18192792
8500,18300355
8500,18529352
8500,18399300
8500,18384419
8500,18401610
8500,18316574
8600,18799973
8600,19123802
8600,18678048
8600,18852254
8600,18979434
8600,18821326
8600,18924774
8600,18856153
8600,18987242
8600,18832615
8600,18675079
8600,18835213
8600,18994057
8600,18832874
8600,18693083
8600,18989677
8600,18823383
8600,18892947
8600,18890669
8600,18827619
8600,19011138
8600,18734019
8600,18841488
8600,18826169
8600,18790722
8600,18918457
8600,18773959
8600,18700359
8600,18653194
8600,18842967
8600,18781209
8600,18710636
8600,18899713
8600,18697802
8600,18997248
8600,18886106
8600,18964694
8600,18690877
8600,18760454
8600,18795057
8600,18934097
8600,18938291
8600,18926602
8600,19138056
8600,18758123
8600,18849551
8600,18753234
8600,18878120
8600,18874829
8600,19071735
8700,19152828
8700,19316392
8700,19083845
8700,19382179
8700,19343867
8700,19440660
8700,19200893
8700,19217644
8700,19629029
8700,19266425
8700,19375907
8700,19248043
8700,19302133
8700,19176603
8700,19263042
8700,19207315
8700,19083551
8700,19409511
8700,19294401
8700,19262436
8700,19371548
8700,19299098
8700,19567425
8700,19293893
8700,19261127
8700,19239488
8700,19371073
8700,19260654
8700,19175657
8700,19450528
8700,19454555
8700,19386568
8700,19376148
8700,19341284
8700,19356739
8700,19181434
8700,19289998
8700,19259892
8700,19237306
8700,19320940
8700,19368019
8700,19290839
8700,19284980
8700,19278473
8700,19385120
8700,19115678
8700,19441965
8700,19248011
8700,19478545
8700,19195243
8800,19617427
8800,19814723
8800,19758948
8800,19769510
8800,19710641
8800,19580292
8800,19854066
8800,19666918
8800,19649632
8800,19505689
8800,19467891
8800,19544244
8800,19798696
8800,19566874
8800,19578523
8800,19734687
8800,19859292
8800,19769810
8800,19900221
8800,19838453
8800,19799480
8800,19753744
8800,19721092
8800,19621788
8800,19722766
8800,19691027
8800,19846970
8800,19883199
8800,19651262
8800,19842074
8800,19535497
8800,19605272
8800,19862980
8800,19861005
8800,19735706
8800,19729086
8800,19690606
8800,19640872
8800,19617827
8800,19705474
8800,19727918
8800,20100186
8800,19622350
8800,19761564
8800,19795625
8800,19599066
8800,19979707
8800,19876975
8800,19953394
8800,19931528
8900,20184982
8900,20239903
8900,20327243
8900,20117275
8900,20203124
8900,20308422
8900,20296429
8900,20206522
8900,20142642
8900,20181652
8900,20257908
8900,20312377
8900,20124548
8900,20121014
8900,20170331
8900,20262576
8900,20385139
8900,19873419
8900,20214186
8900,19980147
8900,20211280
8900,20205444
8900,20259786
8900,20198918
8900,20095544
8900,20263481
8900,20282383
8900,20074259
8900,20354436
8900,20168273
8900,20141360
8900,20023289
8900,20214222
8900,20270015
8900,20030914
8900,20387747
8900,20386263
8900,20406280
8900,20292215
8900,20088641
8900,19927584
8900,20186705
8900,20285391
8900,20078439
8900,20317687
8900,20296839
8900,20350899
8900,20260581
8900,20309099
8900,20348052
9000,20770956
9000,20606969
9000,20672366
9000,20558203
9000,20645597
9000,20611930
9000,20618655
9000,20613327
9000,20690292
9000,20743602
9000,20631365
9000,20496136
9000,20673599
9000,20591746
9000,20787141
9000,20773069
9000,20722221
9000,20768271
9000,20607079
9000,20599804
9000,20496782
9000,20494626
9000,20794422
9000,20568396
9000,20585543
9000,20684663
9000,20591589
9000,20604329
9000,20816005
9000,20529129
9000,20547101
9000,20768398
9000,20670437
9000,20691330
9000,20611579
9000,20861497
9000,20834732
9000,20724294
9000,20702061
9000,20432043
9000,20476724
9000,20507925
9000,20779769
9000,20719717
9000,20849195
9000,20730975
9000,20506112
9000,20691140
9000,20495784
9000,20737594
9100,21294837
9100,21099464
9100,21060328
9100,21430946
9100,21187242
9100,21321644
9100,21386779
9100,21116145
9100,20928291
9100,20942034
9100,21090209
9100,21326291
9100,21327820
9100,20868344
9100,21109222
9100,21314641
9100,21155655
9100,21028228
9100,21017278
9100,21058728
9100,21120216
9100,21124494
9100,21245814
9100,21251491
9100,20952295
9100,20997942
9100,21154143
9100,20981250
9100,21221246
9100,21145921
9100,21040127
9100,21031354
9100,21062667
9100,21184188
9100,21134231
9100,21078730
9100,20989653
9100,21341586
9100,21002663
9100,21169224
9100,21441812
9100,21193488
9100,21002614
9100,20952066
9100,21104248
9100,21154681
9100,21200288
9100,21182411
9100,21278434
9100,21283030
9200,21868740
9200,21608121
9200,21548364
9200,21709404
9200,21291296
9200,21532874
9200,21783707
9200,21611480
9200,21811937
9200,21658858
9200,21439130
9200,21646230
9200,21722252
9200,21628718
9200,21813391
9200,21505652
9200,21716293
9200,21598942
9200,21396321
9200,21561964
9200,21370189
9200,21534227
9200,21480374
9200,21479907
9200,21407200
9200,21675968
9200,21853350
9200,21784386
9200,21671668
9200,21599580
9200,21561265
9200,21597678
9200,21532599
9200,21474723
9200,21739248
9200,21445505
9200,21388063
9200,21807566
9200,21558169
9200,21730435
9200,21769217
9200,21735544
9200,21488157
9200,21420238
9200,21672223
9200,21758380
9200,21740774
9200,21572136
9200,21607770
9200,21397587
9300,21898776
9300,22208123
9300,22010559
9300,22244094
9300,22406773
9300,21968634
9300,21838785
9300,22227579
9300,22109293
9300,22262414
9300,22406888
9300,22107939
9300,22148860
9300,21996173
9300,22105893
9300,22119866
9300,22165033
9300,21906297
9300,22032546
9300,22207937
9300,22058553
9300,22137949
9300,22079984
9300,22305356
9300,22134043
9300,22291644
9300,22134986
9300,21966202
9300,22020543
9300,22009918
9300,22197083
9300,22051763
9300,22045951
9300,22192098
9300,21872775
9300,21798687
9300,22178503
9300,21877815
9300,21922394
9300,22250282
9300,21916247
9300,22112248
9300,22094772
9300,22145878
9300,21931081
9300,22010383
9300,21913721
9300,22170195
9300,22129526
9300,22350647
9400,22550105
9400,22334618
9400,22477948
9400,22756517
9400,22517442
9400,22437816
9400,22451144
9400,22596513
9400,22476152
9400,22379914
9400,22559908
9400,22801564
9400,22304937
9400,22419997
9400,22703526
9400,22320203
9400,22517172
9400,22421483
9400,22413017
9400,22673249
9400,22496632
9400,22542296
9400,22359886
9400,22522482
9400,22687404
9400,22673860
9400,22349444
9400,22476512
9400,22382855
9400,22795507
9400,22691057
9400,22483665
9400,22378482
9400,22391439
9400,22424114
9400,22398618
9400,22526381
9400,22394358
9400,22262126
9400,22612645
9400,22562355
9400,22613155
9400,22389207
9400,22363123
9400,22336657
9400,22550430
9400,22470698
9400,22405115
9400,22677568
9400,22133143
9500,23274438
9500,22749840
9500,23002101
9500,23197620
9500,23181878
9500,22893124
9500,22965477
9500,22828974
9500,23188884
9500,23077080
9500,22735972
9500,23335547
9500,22882027
9500,22982623
9500,22792881
9500,22740671
9500,23399422
9500,22898257
9500,23065648
9500,23116241
9500,22896492
9500,23106317
9500,23188896
9500,23098813
9500,23146909
9500,23128458
9500,23079145
9500,22988828
9500,23044634
9500,22770911
9500,22867948
9500,23008446
9500,23075622
9500,23352301
9500,23081855
9500,23023037
9500,23113890
9500,22980541
9500,23360805
9500,23218136
9500,22880170
9500,23183038
9500,23097296
9500,23115793
9500,23076685
9500,23205163
9500,22887821
9500,22895718
9500,22878901
9500,22987728
9600,23593256
9600,23615178
9600,23251878
9600,23517466
9600,23426485
9600,23437247
9600,23584584
9600,23285129
9600,23731507
9600,23010767
9600,23417870
9600,23603290
9600,23463864
9600,23642593
9600,23468025
9600,23795880
9600,23263898
9600,23607573
9600,23618615
9600,23537452
9600,23312369
9600,23523656
9600,23382511
9600,23144065
9600,23539785
9600,23777680
9600,23501583
9600,23516596
9600,23481711
9600,23498056
9600,23612596
9600,23316619
9600,23563345
9600,23628541
9600,23299292
9600,23524068
9600,23594037
9600,23631094
9600,23509728
9600,23659805
9600,23584346
9600,23387447
9600,23461994
9600,23466907
9600,23647495
9600,23691024
9600,23446489
9600,23551671
9600,23666871
9600,23392439
9700,24231532
9700,24292220
9700,23859613
9700,24294042
9700,24012052
9700,24049270
9700,24115703
9700,23761634
9700,23841815
9700,23936048
9700,23966737
9700,24060463
9700,23812951
9700,24087572
9700,24102117
9700,23852103
9700,24132149
9700,23856535
9700,24143699
9700,23970105
9700,23863158
9700,24162243
9700,24086203
9700,23840730
9700,24160726
9700,24017926
9700,23677340
9700,23978279
9700,24168812
9700,24038396
9700,23933186
9700,24015387
9700,24145679
9700,23986170
9700,24154406
9700,24054497
9700,23939474
9700,23693674
9700,24021578
9700,23754594
9700,24166391
9700,23876284
9700,24088160
9700,24214640
9700,23849241
9700,24129109
9700,23835823
9700,23930443
9700,24103645
9700,23927348
9800,24680281
9800,24216866
9800,24436469
9800,24335853
9800,24625485
9800,24534419
9800,24268206
9800,24096744
9800,24475434
9800,24373435
9800,24636376
9800,24700990
9800,24673154
9800,24496166
9800,24489353
9800,24235954
9800,24409823
9800,24242565
9800,24672498
9800,24827638
9800,24608282
9800,24700940
9800,24430195
9800,24355036
9800,24719977
9800,24488593
9800,24533411
9800,24769433
9800,24495551
9800,24407869
9800,24546868
9800,24503561
9800,24483123
9800,24294817
9800,24509092
9800,24367387
9800,24604804
9800,24333300
9800,24435406
9800,24671828
9800,24243957
9800,24475695
9800,24550679
9800,24469132
9800,24489088
9800,24233655
9800,24429617
9800,24612506
9800,24814526
9800,24703949
9900,25040468
9900,24673360
9900,25138866
9900,25294100
9900,24865579
9900,25004820
9900,25334345
9900,24838759
9900,24967807
9900,25088452
9900,25125629
9900,24790551
9900,24954148
9900,25378671
9900,25055945
9900,25098612
9900,24699238
9900,25094342
9900,24979344
9900,24987286
9900,25135024
9900,25308109
9900,24880158
9900,25039405
9900,25281701
9900,25183087
9900,25211479
9900,24935193
9900,25091482
9900,25255917
9900,24960082
9900,25215339
9900,25112170
9900,24941711
9900,24909757
9900,25145440
9900,24831131
9900,24920584
9900,24962088
9900,24993827
9900,25260265
9900,25113119
9900,25096516
9900,24934377
9900,24976036
9900,25319073
9900,25112344
9900,25140296
9900,24913604
9900,24973721
10000,25524656
10000,25430883
10000,25820102
10000,25452815
10000,25324436
10000,25492423
10000,25312027
10000,25487980
10000,25610684
10000,25645649
10000,25460081
10000,25617822
10000,25491075
10000,25428165
10000,25604140
10000,25612031
10000,25541004
10000,25346050
10000,25292256
10000,25521763
10000,25512355
10000,25464860
10000,25240833
10000,25564615
10000,25625698
10000,25405520
10000,25612419
10000,25457776
10000,25667242
10000,25618701
10000,25750202
10000,25464061
10000,25203864
10000,25507215
10000,25631900
10000,25745438
10000,25535002
10000,25296453
10000,25468069
10000,25710057
10000,25549878
10000,25156891
10000,25583388
10000,25453171
10000,25701167
10000,25072504
10000,25216121
10000,25669728
10000,25510743
10000,25548708
